theme,themeurl,author,journal,jrurl,year,cites,downloads
23 G后节灌注辅助下的巩膜扣带术治疗球形视网膜脱离,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD7F76A4A71348011780AFAE6E17ED9BD224BC28207060962,戴鹏飞,《国际眼科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mzgjykzz,2018,0,0
盐酸右美托咪定在小儿体外循环心内直视手术快通道麻醉中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F25656742DC3751C9,周晓辉,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,0
“产业集群”视角下的工业用地更新研究——以石狮市海岸带染整产业为例,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFECD9955C271627C5BA875C3ED79E764063375204BA67F6F9,吴元君,《城市规划学刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=csghhk,2018,0,69
企业出口规模越大全要素生产率越高吗?——基于中国出口企业的经验分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFAD8803873B22929957B45F5F2C34041FF227262109DC92A63DF5726C4FBAE591,邢志平,《大连理工大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=dllgdxxb-shkxb,2018,0,44
丁苯酞氯化钠联合阿司匹林和氯吡格雷治疗进展性脑梗死合并睡眠障碍的疗效,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D50208A995C1FB7D019,毛礼阳,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,89
"3,5-二硝基水杨酸比色法测定风味鱿鱼中淀粉及蔗糖的含量",g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7F7705FE912267086B201677D17A0C195,郭有辉,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,22
质控图在电感耦合等离子体质谱法测定食品中9种重金属中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C74134A7E81B02C4B3B201677D17A0C195,周瑞妮,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,21
Omi/Beclin-1通路在离心运动致骨骼肌自噬中的作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DD83E8EDA158B510D3F57F8094D9C5543,雷槟恺,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2018,0,16
核分裂象易见的卵巢硬化性间质瘤合并Meigs征及CA125升高一例,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF81D485AEF20F960506A60905AD3060E8982B4EAC5BE17C3E,王园园,《中华病理学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhblx,2018,0,0
特发性肺动脉高压与慢性血栓栓塞性肺动脉高压小气道功能差异的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF04D63BBE5B9D58353939C0F816A7655B669F389A10A4FF24,安勤燕,《中华结核和呼吸杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhjhhhx,2018,0,0
我国食品生产环节安全监管指数的实证研究——基于全国103家婴幼儿奶粉企业,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5C9CFE2D0D387519B5E07D394865882FF227262109DC92A63785986A565C8C31,蒋海玲,《南京工业大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=njgydxxb-shkxb,2018,0,0
逍遥合剂对产后抑郁症模型大鼠行为学、神经递质及ERK1/2通路影响的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A7362FEA1587C27763005,张世娇,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,0
杜牧居所变迁探析——兼论唐代京兆杜氏双家形态的维护,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF7D037D6CA18F5FD0D6FF6F5DC424ECE16BC5024E238A90BB,李殷,《唐史论丛》,g.wanfangdata.com.cn/perio/detail.do?perio_id=tslc,2018,0,3
高效液相色谱法测定婴幼儿食品和乳品中泛酸的不确定度分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C72013DE8C851C2920B201677D17A0C195,杜晶晶,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,15
蒸发光散射检测器和示差检测器应用于食品中三氯蔗糖测定的比较,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C764DC0CDA9613287CB201677D17A0C195,孙晓娟,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,9
多裂肌核心稳定性训练:超声联合表面肌电监测与无监测的比较,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DD83E8EDA158B510D1E9642472E41543A,郑耀超,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2018,0,1
扩髓对股骨转子间骨折患者Gamma-3内固定手术失血量的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7A73EAA4D262D7049,石少辉,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,0
穿心莲内酯联合平阳霉素对人口腔鳞癌细胞SCC-9凋亡的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA71E9642472E41543A,王露露,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,2
超高效液相色谱-三重四极杆质谱法测定固体山楂制品中的展青霉素,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C71AB100EC5CB7CF8EB201677D17A0C195,王立亚,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,2
原发性开角型青光眼视神经损伤不同阶段血浆内皮素-1变化特征的临床分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C68303023B470ADDD7AAA,杨青,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,2
经腹联合经阴道超声检查对提高剖宫产术后子宫瘢痕妊娠的诊断价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830C8DC0BBAE6513309,李文娟,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
实时荧光PCR法与环介导等温扩增法检测食品中动物源性成分的比较,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C73D87186A74BAF44EB201677D17A0C195,李娟,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,10
逍遥丸治疗盆腔炎疗效及对患者SOD、MDA、白介素族水平影响的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A7362D5FAC4C91851AAC9,段杨平,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,0
补肾壮骨汤联合依托考昔治疗老年膝骨性关节炎疗效及对患者骨代谢指标影响的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A7362F2EC7205AC7DE04C,杨飞,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,0
间期荧光原位杂交技术在604例B细胞淋巴瘤中的诊断价值分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF81D485AEF20F960506A60905AD3060E8B7C6438E2DCAB156,陈敏,《中华病理学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhblx,2018,0,0
实时三维子宫输卵管超声造影时间参数在评价不孕女性输卵管通畅性中的初步应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF77C767851B43F20E66F4285A6716F557C908AC74989928DF,邵春娟,《肿瘤影像学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shyxyx,2018,0,0
中性粒/淋巴细胞比值在正常人群及不同分期膀胱尿路上皮癌患者中的意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193EBDAF969A9A91E03,刘汉超,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,1
顶空-气相色谱法测定亚麻籽油中溶剂残留量的不确定度分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C72794E06AAE1EE6EDB201677D17A0C195,赵娅鸿,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,18
白藜芦醇干预小鼠软骨细胞固醇调节元件结合蛋白2及基质金属蛋白酶13的表达,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DD83E8EDA158B510DE95C6A9D70FEBA9E,袁昊,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2018,0,15
压力罐消解-氢化物原子荧光光谱法测定婴儿配方乳粉中硒的方法探讨,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C773F2D867E367B5B3B201677D17A0C195,谭靖怡,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,1
SMILE和ICL矫正中低度近视术后角膜前后表面和总角膜高阶像差的变化,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD7F76A4A71348011780AFAE6E17ED9BD908271D01CFC2356,李康寯,《国际眼科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mzgjykzz,2018,0,2
健脾化湿、泄浊活血法治疗脾虚湿阻型高尿酸血症的临床疗效观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C68301E17E0B958535BCB,李秀峰,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
扶正解毒化瘀方总苷提取物对呼吸道合胞病毒感染宿主细胞炎性反应的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6E942FE58A4CFEEB54EF8DC58B2AC23A331455A86A7EF261,程淼,《中国中医药信息杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgzyyxxzz,2018,0,0
养血清脑颗粒治疗精神分裂症急性发作伴抑郁症疗效及对患者神经递质影响的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A7362E21A9AF5FA3893AD,亓国锋,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,2
无痛静脉穿刺在儿童门急诊输液室外周静脉穿刺疼痛管理中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9E8CC392C8394926C6,杜桦,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,0
鼻咽癌18F-FDG PET/CT标准摄取值与表观扩散系数的相关性分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF77C767851B43F20E66F4285A6716F557D24864D2029D1F11,肖景兴,《肿瘤影像学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shyxyx,2018,0,0
玉屏风散对变应性鼻炎模型大鼠TLR4/NF-κB信号通路的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6E942FE58A4CFEEB54EF8DC58B2AC23A22436817B297FF4C,林甦,《中国中医药信息杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgzyyxxzz,2018,0,0
福沙匹坦三联用药预防高致吐化疗方案所致恶心呕吐疗效的临床观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193D30A3CCF67C92D01,师弘,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,1
从规划体系构建到规划实施管理——厦门“多规合一”立法的实践与思考,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFECD9955C271627C5BA875C3ED79E7640978AD40732B711BE,蔡莉丽,《城市规划学刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=csghhk,2018,0,68
高产木质素酶荧光假单胞杆菌L-520的筛选及其发酵工艺优化,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6009830EAA39B2245CAD525ACE033FA0BD801F22AAEFCCA1,石晓玲,《生物资源》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ajshswzy,2018,0,47
血浆D-二聚体在老年晚期小细胞肺癌患者化疗前后的变化及临床意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B0C8DC0BBAE6513309,宋龙霞,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,5
血清胃泌素释放肽前体在小细胞肺癌鉴别诊断及疗效监测中的价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7C2C1A994C952F6FB,韩丹丹,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,4
加入沉淀剂对高效液相色谱法测定果汁中苯甲酸、山梨酸含量结果的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C75F9DCEC1C1086F0BB201677D17A0C195,朱斐全,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,5
高效液相色谱法测定食品用尼龙膜中己内酰胺迁移量不确定度的评定,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C78FD56DECEF91CF3DB201677D17A0C195,张玉芳,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,2
单孔胸腔镜下右肺上叶单仓血管组合处理法在肺癌手术中的应用和体会,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD1336469A6E8F419CA7651,贺长军,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,0
两种不同类型门冬酰胺酶在成人急性淋巴细胞白血病治疗中的疗效观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7886D4903B6C1A37D,鲍颖,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,6
梗阻性和非梗阻性无精子症患者睾丸组织来源iPSCs系的建立,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BD153168B592DBEC04,郭飞翔,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,0
血清miR-411-5 p在乳腺癌骨转移患者中的表达和诊断作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C68303F95A5D4C9E41352,林成辉,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,1
ScvO2及PaCO2联合乳酸值监测在心力衰竭患者病情判断的应用价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830C6C94640BEEC2600,李菲菲,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
老年胃癌患者腹腔镜手术治疗效果及免疫球蛋白、T淋巴细胞亚群的变化观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9E780DEB579A711DD7,樊华,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,3
文化取向、环境信念与生态消费行为——基于人口特征差异的比较分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5C9CFE2D0D387519B5E07D394865882FF227262109DC92A60032146A44C7FDAE,芈凌云,《南京工业大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=njgydxxb-shkxb,2018,0,1
转基因溶瘤性单纯疱疹病毒对人鼻咽癌细胞裸鼠皮下种植瘤的治疗作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AE5A532AE3FE2DC191A5060938A8C5EE1D2BD3DCC8A6FF4,胡攀,《中华临床医师杂志（电子版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhlcyszz,2018,0,15
微小RNA-21对过敏性紫癜患儿B细胞白细胞介素10表达的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF7A9510DA3B1383EEB2FB050C588B1B9E3F57F8094D9C5543,罗颖,《中华儿科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhek,2018,0,1
结核分枝杆菌?特异性多肽E7诱导单核?巨噬细胞向M2型分化的信号通路,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF04D63BBE5B9D58353939C0F816A7655BCFA16C95A85FD9A0,孟慧杰,《中华结核和呼吸杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhjhhhx,2018,0,1
重症肺炎诱发急性呼吸窘迫综合征患者血清Ang-1、vWF及APACHEⅡ的变化及意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C68307CEF439C8E95F0B3,田景霞,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,2
基于TCGA数据库挖掘UBE2C在肾透明细胞癌中的表达及预后意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE479719334909F9427904DF0,苗裔,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,10
依兰·维恩莱特和穆沙·杜布对“迦南妇女”故事的女性主义解读,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF02533FF11BCF97348FEC2739709BBFBB4DF7E9981DBD5D4B,张春,《圣经文学研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sjwxyj,2018,0,6
绝经后2型糖尿病定量CT测量骨密度值与腹内脂肪含量的相关性研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AE5A532AE3FE2DC191A5060938A8C5EBC5CC6E74CAF0437,杨燕英,《中华临床医师杂志（电子版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhlcyszz,2018,0,7
老年上消化道穿孔术后早期肠内营养与肠外营养的临床效果比较,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA72CB9F1A261E44BB8,葛华,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,3
单孔胸腔镜下右肺上叶单仓血管组合处理法在肺癌手术中的应用和体会,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD1336469A6E8F419CA7651,贺长军,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,0
两种不同类型门冬酰胺酶在成人急性淋巴细胞白血病治疗中的疗效观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7886D4903B6C1A37D,鲍颖,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,6
梗阻性和非梗阻性无精子症患者睾丸组织来源iPSCs系的建立,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BD153168B592DBEC04,郭飞翔,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,0
血清miR-411-5 p在乳腺癌骨转移患者中的表达和诊断作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C68303F95A5D4C9E41352,林成辉,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,1
